
 1000, 0.7658829689025879, 0.718970537185669, 0.5157849788665771
 1100, 0.390749454498291, 0.5470414161682129, 0.5626769065856934
 1200, 0.46889638900756836, 0.6564528942108154, 0.6720840930938721
 1300, 0.5916738510131836, 0.8596420288085938, 0.7658631801605225
 1400, 1.219130039215088, 2.1569015979766846, 2.1413090229034424
 1500, 1.7036516666412354, 2.266308307647705, 2.2819762229919434
 1600, 0.8440167903900146, 1.1722338199615479, 1.2347586154937744
 1700, 2.0631585121154785, 1.9068498611450195, 2.8289809226989746
 1800, 2.350292682647705, 2.2506933212280273, 1.4848363399505615
 1900, 2.6726837158203125, 3.7218432426452637, 3.825157403945923
 2000, 3.0709140300750732, 2.047511100769043, 1.859950304031372
